Genus,Species,CurrentListing
Peristylus,stenostachyus,II
Peristylus,tentaculatus,II
Peristylus,trimenii,II
Peristylus,wheatleyi,II
Perrieriella,,II
Pescatoria,,II
Pescatoria,cerina,II
Pescatoria,costaricensis,II
Pescatoria,lehmannii,II
Pescatoria,pulvinaris,II
Phaius,,II
Phaius,amboinensis,II
Phaius,australis,II
Phaius,bernaysii,II
Phaius,borneensis,II
Phaius,borneensis,II
Phaius,callosus,II
Phaius,daenikeri,II
Phaius,flavus,II
Phaius,graeffei,II
Phaius,indigoferus,II
Phaius,longibracteatus,II
Phaius,luridus,II
Phaius,mishmensis,II
Phaius,neocaledonicus,II
Phaius,pauciflorus,II
Phaius,philippinensis,II
Phaius,pictus,II
Phaius,robertsii,II
Phaius,tancarvilliae,II
Phaius,tankervilleae,II
Phaius,tankervilliae,II
Phaius,tetragonus,II
Phaius,villosus,II
Phaius,woodfordii,II
Phalaenopsis,,II
Phalaenopsis,amabilis,II
Phalaenopsis,amboinensis,II
Phalaenopsis,aphrodite,II
Phalaenopsis,appendiculata,II
Phalaenopsis,bastianii,II
Phalaenopsis,celebensis,II
Phalaenopsis,cochlearis,II
Phalaenopsis,corningiana,II
Phalaenopsis,cornucervi,II
Phalaenopsis,deliciosa,II
Phalaenopsis,emersonii,II
Phalaenopsis,equestris,II
Phalaenopsis,fasciata,II
Phalaenopsis,fimbriata,II
Phalaenopsis,floresensis,II
Phalaenopsis,fuscata,II
Phalaenopsis,gersenii,II
Phalaenopsis,gibbosa,II
Phalaenopsis,gigantea,II
Phalaenopsis,hieroglyphica,II
Phalaenopsis,incriptiosinensis,II
Phalaenopsis,intermedia,II
Phalaenopsis,javanica,II
Phalaenopsis,kunstleri,II
Phalaenopsis,lamelligera,II
Phalaenopsis,leucorrhoda,II
Phalaenopsis,lindenii,II
Phalaenopsis,lobbii,II
Phalaenopsis,lowii,II
Phalaenopsis,lueddemanniana,II
Phalaenopsis,maculata,II
Phalaenopsis,mannii,II
Phalaenopsis,mariae,II
Phalaenopsis,micholitzii,II
Phalaenopsis,modesta,II
Phalaenopsis,mysorensis,II
Phalaenopsis,pallens,II
Phalaenopsis,pantherina,II
Phalaenopsis,parishii,II
Phalaenopsis,philippinensis,II
Phalaenopsis,pulcherrima,II
Phalaenopsis,pulchra,II
Phalaenopsis,reichenbachiana,II
Phalaenopsis,robinsonii,II
Phalaenopsis,rosenstromii,II
Phalaenopsis,sanderiana,II
Phalaenopsis,schilleriana,II
Phalaenopsis,schiller-stuartiana,II
Phalaenopsis,speciosa,II
Phalaenopsis,stobartiana,II
Phalaenopsis,stuartiana,II
Phalaenopsis,sumatrana,II
Phalaenopsis,taenialis,II
Phalaenopsis,tetraspis,II
Phalaenopsis,thalebanii,II
Phalaenopsis,valentinii,II
Phalaenopsis,veitchiana,II
Phalaenopsis,venosa,II
Phalaenopsis,violacea,II
Phalaenopsis,viridis,II
Phalaenopsis,wilsonii,II
Pholidota,,II
Pholidota,advena,II
Pholidota,articulata,II
Pholidota,calceata,II
Pholidota,camelostalix,II
Pholidota,cantonensis,II
Pholidota,carnea,II
Pholidota,chinensis,II
Pholidota,convallariae,II
Pholidota,gibbosa,II
Pholidota,globosa,II
Pholidota,imbricata,II
Pholidota,leveilleana,II
Pholidota,longibulba,II
Pholidota,nervosa,II
Pholidota,pallida,II
Pholidota,parviflora,II
Pholidota,pectinata,II
Pholidota,recurva,II
Pholidota,rubra,II
Pholidota,ventricosa,II
Pholidota,wattii,II
Phragmipedium,,I
Phragmipedium,besseae,I
Phragmipedium,boissierianum,I
Phragmipedium,caricinum,I
Phragmipedium,caudatum,I
Phragmipedium,exstaminodium,I
Phragmipedium,hirtzii,I
Phragmipedium,klotzschianum,I
Phragmipedium,lindenii,I
Phragmipedium,lindleyanum,I
Phragmipedium,longifolium,I
Phragmipedium,pearcei,I
Phragmipedium,portillae,I
Phragmipedium,richteri,I
Phragmipedium,sargentianum,I
Phragmipedium,schlimii,I
Phragmipedium,vittatum,I
Phragmipedium,wallisii,I
Phragmipedium,xerophyticum,I
Phragmorchis,,II
Phreatia,,II
Phreatia,acuminata,II
Phreatia,crassifolia,II
Phreatia,densiflora,II
Phreatia,evrardii,II
Phreatia,graeffei,II
Phreatia,hypsorhynchos,II
Phreatia,laxiflora,II
Phreatia,limenophylax,II
Phreatia,listeri,II
Phreatia,listrophora,II
Phreatia,neocaledonica,II
Phreatia,oubatchensis,II
Phreatia,paleata,II
Phreatia,plexauroides,II
Phreatia,ponapensis,II
Phreatia,pseudo-thompsonii,II
Phreatia,pusilla,II
Phreatia,stenostachya,II
Phreatia,sublata,II
Phreatia,subsaccata,II
Phreatia,sulcata,II
Phreatia,tahitensis,II
Phreatia,thompsonii,II
Phreatia,vanoverberghii,II
Phymatidium,,II
Phymatidium,limae,II
Phymatidium,microphyllum,II
Physinga,,II
Physinga,polygonata,II
Physoceras,,II
Physoceras,boryanum,II
Physogyne,,II
Physogyne,gonzalezii,II
Picrorhiza,kurrooa,II
Pilgerodendron,uviferum,I
Pilophyllum,,II
Pilophyllum,villosum,II
Pilosocereus,,II
Pilosocereus,albisummus,II
Pilosocereus,alensis,II
Pilosocereus,arrabidae,II
Pilosocereus,aureispinus,II
Pilosocereus,aurisetus,II
Pilosocereus,azulensis,II
Pilosocereus,brasiliensis,II
Pilosocereus,catingicola,II
Pilosocereus,chrysacanthus,II
Pilosocereus,chrysostele,II
Pilosocereus,densiareolatus,II
Pilosocereus,diersianus,II
Pilosocereus,flavipulvinatus,II
Pilosocereus,flexibilispinus,II
Pilosocereus,floccosus,II
Pilosocereus,fulvilanatus,II
Pilosocereus,glaucochrous,II
Pilosocereus,gounellei,II
Pilosocereus,lanuginosus,II
Pilosocereus,leucocephalus,II
Pilosocereus,machrisii,II
Pilosocereus,magnificus,II
Pilosocereus,multicostatus,II
Pilosocereus,oligolepis,II
Pilosocereus,pachycladus,II
Pilosocereus,pentaedrophorus,II
Pilosocereus,piauhyensis,II
Pilosocereus,polygonus,II
Pilosocereus,purpusii,II
Pilosocereus,quadricentralis,II
Pilosocereus,royenii,II
Pilosocereus,subsimilis,II
Pilosocereus,tuberculatus,II
Pilosocereus,ulei,II
Pilosocereus,vilaboensis,II
Pinalia,,II
Pinalia,bractescens,II
Pinalia,floribunda,II
Pinalia,ovata,II
Pinalia,stricta,II
Pinalia,xanthocheila,II
Pinelia,,
Pinus,koraiensis,III
Piperia,,II
Piperia,maritima,II
Piperia,yadonii,II
Pityphyllum,,II
Pityphyllum,amesianum,II
Platanthera,,II
Platanthera,algeriensis,II
Platanthera,amabilis,II
Platanthera,angustata,II
Platanthera,azorica,II
Platanthera,bifolia,II
Platanthera,blumei,II
Platanthera,boninensis,II
Platanthera,camtschatica,II
Platanthera,chlorantha,II
Platanthera,chorisiana,II
Platanthera,ciliaris,II
Platanthera,deflexilabella,II
Platanthera,diphylla,II
Platanthera,finetiana,II
Platanthera,flava,II
Platanthera,gracilis,II
Platanthera,holochila,II
Platanthera,huronensis,II
Platanthera,hyperborea,II
Platanthera,integra,II
Platanthera,integrilabia,II
Platanthera,leucophaea,II
Platanthera,likiangensis,II
Platanthera,limosa,II
Platanthera,longiglandula,II
Platanthera,mandarinorum,II
Platanthera,micrantha,II
Platanthera,minor,II
Platanthera,obtusata,II
Platanthera,okubou,II
Platanthera,oreophila,II
Platanthera,peramoena,II
Platanthera,platantheroides,II
Platanthera,praeclara,II
Platanthera,purpurascens,II
Platanthera,sinica,II
Platanthera,stricta,II
Platanthera,taquetii,II
Platanthera,uzenensis,II
Platanthera,zothecina,II
Platycoryne,,II
Platycoryne,crocea,II
Platycoryne,grandiflora,II
Platycoryne,macroceras,II
Platycoryne,pervillei,II
Platycoryne,trilobata,II
Platyglottis,,II
Platyglottis,coriacea,II
Platylepis,,II
Platylepis,sechellarum,II
Platymiscium,pleiostachyum,II
Platyrhiza,,II
Platystele,,II
Platystele,acicularis,II
Platystele,acutilingua,II
Platystele,alucitae,II
Platystele,calymma,II
Platystele,caudatisepala,II
Platystele,consobrina,II
Platystele,corallorrhiza,II
Platystele,crinita,II
Platystele,dressleri,II
Platystele,enervis,II
Platystele,gyroglossa,II
Platystele,halbingeriana,II
Platystele,hirtzii,II
Platystele,jesupiorum,II
Platystele,minimiflora,II
Platystele,napintzae,II
Platystele,pedicellaris,II
Platystele,perpusilla,II
Platystele,portillae,II
Platystele,propinqua,II
Platystele,psix,II
Platystele,pubescens,II
Platystele,repens,II
Platystele,stenostachya,II
Platystele,sulcata,II
Platystele,taylori,II
Platystele,vetulus,II
Platythelys,,II
Platythelys,platensis,II
Platythelys,venustula,II
Plectorrhiza,,II
Plectorrhiza,erecta,II
Plectrelminthus,,II
Plectrelminthus,caudatus,II
Plectrophora,,II
Pleione,,II
Pleione,albiflora,II
Pleione,amoena,II
Pleione,bulbocodioides,II
Pleione,chunii,II
Pleione,confusa,II
Pleione,coronaria,II
Pleione,delavayi,II
Pleione,formosana,II
Pleione,forrestii,II
Pleione,grandiflora,II
Pleione,hookeriana,II
Pleione,humilis,II
Pleione,kohlsii,II
Pleione,lagenaria,II
Pleione,limprichtii,II
Pleione,maculata,II
Pleione,pleionoides,II
Pleione,praecox,II
Pleione,saxicola,II
Pleione,scopulorum,II
Pleione,speciosa,II
Pleione,yunnanensis,II
Pleurothallis,,II
Pleurothallis,aberrans,II
Pleurothallis,acanthodes,II
Pleurothallis,acicularis,II
Pleurothallis,alexii,II
Pleurothallis,allenii,II
Pleurothallis,amparoana,II
Pleurothallis,angusta,II
Pleurothallis,angustisepala,II
Pleurothallis,annectans,II
Pleurothallis,annectens,II
Pleurothallis,antonensis,II
Pleurothallis,archicolonae,II
Pleurothallis,areldii,II
Pleurothallis,aristocratica,II
Pleurothallis,aspergillum,II
Pleurothallis,atacasana,II
Pleurothallis,aurita,II
Pleurothallis,balaeniceps,II
Pleurothallis,barbae,II
Pleurothallis,barboselloides,II
Pleurothallis,barbulata,II
Pleurothallis,blaisdellii,II
Pleurothallis,brachyglottis,II
Pleurothallis,breviflora,II
Pleurothallis,brunnescens,II
Pleurothallis,bucranon,II
Pleurothallis,bulbosa,II
Pleurothallis,butcheri,II
Pleurothallis,cachensis,II
Pleurothallis,cactantha,II
Pleurothallis,calamifolia,II
Pleurothallis,campicola,II
Pleurothallis,caniceps,II
Pleurothallis,cardiochila,II
Pleurothallis,casualis,II
Pleurothallis,caymanensis,II
Pleurothallis,cernua,II
Pleurothallis,chontalensis,II
Pleurothallis,chrysantha,II
Pleurothallis,citrophila,II
Pleurothallis,cobraeformis,II
Pleurothallis,colossus,II
Pleurothallis,comayaguensis,II
Pleurothallis,condorensis,II
Pleurothallis,condylata,II
Pleurothallis,correllii,II
Pleurothallis,crassilabia,II
Pleurothallis,crateriformis,II
Pleurothallis,crescentilabia,II
Pleurothallis,crucilabia,II
Pleurothallis,cucumeris,II
Pleurothallis,cuspidata,II
Pleurothallis,cypripedioides,II
Pleurothallis,decurrens,II
Pleurothallis,dejavu,II
Pleurothallis,depressa,II
Pleurothallis,dewildei,II
Pleurothallis,dibolia,II
Pleurothallis,dodsonii,II
Pleurothallis,dorothea,II
Pleurothallis,dressleri,II
Pleurothallis,dubbeldamii,II
Pleurothallis,duplex,II
Pleurothallis,echinocarpa,II
Pleurothallis,ellipsophylla,II
Pleurothallis,endotrachys,II
Pleurothallis,ensata,II
Pleurothallis,eximia,II
Pleurothallis,fractiflexa,II
Pleurothallis,ganymedes,II
Pleurothallis,githanginea,II
Pleurothallis,gomezii,II
Pleurothallis,grandis,II
Pleurothallis,guttata,II
Pleurothallis,harpago,II
Pleurothallis,helenae,II
Pleurothallis,hemileuca,II
Pleurothallis,hintonii,II
Pleurothallis,hymenantha,II
Pleurothallis,imago,II
Pleurothallis,inaequalis,II
Pleurothallis,inflata,II
Pleurothallis,instar,II
Pleurothallis,involuta,II
Pleurothallis,isthmica,II
Pleurothallis,jacarepaguaensis,II
Pleurothallis,jalapensis,II
Pleurothallis,lacera,II
Pleurothallis,lanceana,II
Pleurothallis,lateritia,II
Pleurothallis,lentiginosa,II
Pleurothallis,lepidota,II
Pleurothallis,leucantha,II
Pleurothallis,leucopyramis,II
Pleurothallis,lichenophila,II
Pleurothallis,liebmanniana,II
Pleurothallis,listerophora,II
Pleurothallis,longispicata,II
Pleurothallis,macrantha,II
Pleurothallis,macroblepharis,II
Pleurothallis,maduroi,II
Pleurothallis,mammillata,II
Pleurothallis,mastodon,II
Pleurothallis,melanopus,II
Pleurothallis,microchila,II
Pleurothallis,minuta,II
Pleurothallis,minutalis,II
Pleurothallis,miranda,II
Pleurothallis,monocardia,II
Pleurothallis,mucronata,II
Pleurothallis,mystax,II
Pleurothallis,naranjensis,II
Pleurothallis,navarrensis,II
Pleurothallis,nelsonii,II
Pleurothallis,nervosa,II
Pleurothallis,niesseniae,II
Pleurothallis,nigriflora,II
Pleurothallis,nitida,II
Pleurothallis,nummularia,II
Pleurothallis,obscura,II
Pleurothallis,oestlundiana,II
Pleurothallis,operculata,II
Pleurothallis,ophioglossoides,II
Pleurothallis,pallida,II
Pleurothallis,palliolata,II
Pleurothallis,pan,II
Pleurothallis,papillifera,II
Pleurothallis,parviflora,II
Pleurothallis,parvula,II
Pleurothallis,peculiaris,II
Pleurothallis,peperomioides,II
Pleurothallis,perparva,II
Pleurothallis,perryi,II
Pleurothallis,phyllocardia,II
Pleurothallis,pidax,II
Pleurothallis,pilifera,II
Pleurothallis,platysepala,II
Pleurothallis,polysticha,II
Pleurothallis,portillae,II
Pleurothallis,praegrandis,II
Pleurothallis,pristeoglossa,II
Pleurothallis,prolaticollaris,II
Pleurothallis,punicea,II
Pleurothallis,quadrifolia,II
Pleurothallis,quinqueseta,II
Pleurothallis,rectipetala,II
Pleurothallis,resupinata,II
Pleurothallis,retusa,II
Pleurothallis,rhodoglossa,II
Pleurothallis,rhomboglossa,II
Pleurothallis,rubella,II
Pleurothallis,rubellia,II
Pleurothallis,rubroviridis,II
Pleurothallis,rufobrunnea,II
Pleurothallis,ruscaria,II
Pleurothallis,saccata,II
Pleurothallis,saccatilabia,II
Pleurothallis,scitula,II
Pleurothallis,sclerophylla,II
Pleurothallis,scoparum,II
Pleurothallis,sempergemmata,II
Pleurothallis,setosa,II
Pleurothallis,sigmoidea,II
Pleurothallis,simmleriana,II
Pleurothallis,simplex,II
Pleurothallis,simulans,II
Pleurothallis,sphaerantha,II
Pleurothallis,stevensonii,II
Pleurothallis,strumosa,II
Pleurothallis,subtilis,II
Pleurothallis,tantilla,II
Pleurothallis,telamon,II
Pleurothallis,thymochila,II
Pleurothallis,thymochils,II
Pleurothallis,tikalensis,II
Pleurothallis,titan,II
Pleurothallis,torrana,II
Pleurothallis,trachystoma,II
Pleurothallis,tragulosa,II
Pleurothallis,tricarinata,II
Pleurothallis,tripterantha,II
Pleurothallis,tropida,II
Pleurothallis,tryssa,II
Pleurothallis,tubulosa,II
Pleurothallis,unguicallosa,II
Pleurothallis,veraguacensis,II
Pleurothallis,vilipensa,II
Pleurothallis,volcanica,II
Pleurothallis,vorator,II
Pleurothallis,xanthella,II
Pleurothallis,xerophila,II
Pleurothallis,yupanki,II
Pleurothallis,zarumae,II
Pleurothallopsis,,II
Pleurothallopsis,inaequalis,II
Pleurothallopsis,tubulosa,II
Plocoglottis,,II
Plocoglottis,acuminata,II
Plocoglottis,bicomata,II
Plocoglottis,bokorensis,II
Plocoglottis,copelandii,II
Plocoglottis,dilatata,II
Plocoglottis,gigantea,II
Plocoglottis,javanica,II
Plocoglottis,latifolia,II
Plocoglottis,lowii,II
Plocoglottis,mindorensis,II
Plocoglottis,plicata,II
Plocoglottis,quadrifolia,II
Poaephyllum,,II
Poaephyllum,hansenii,II
Poaephyllum,parviflorum,II
Poaephyllum,pauciflorum,II
Poaephyllum,trilobum,II
Podangis,,II
Podangis,dactyloceras,II
Podocarpus,neriifolius,III
Podocarpus,parlatorei,I
Podochilus,,II
Podochilus,cornutus,II
Podochilus,falcatus,II
Podochilus,gracilis,II
Podochilus,khasiana,II
Podochilus,lucescens,II
Podochilus,muricatus,II
Podochilus,plumosus,II
Podochilus,saxatilis,II
Podochilus,tenuis,II
Podophyllum,hexandrum,II
Pogonia,,II
Pogonia,debilis,II
Pogonia,japonica,II
Pogoniopsis,,II
Polaskia,,II
Polaskia,chende,II
Polaskia,chichipe,II
Polycycnis,,II
Polyotidium,,II
Polyradicion,,
Polystachya,,II
Polystachya,bicalcarata,II
Polystachya,camaridioides,II
Polystachya,cingulata,II
Polystachya,concreta,II
Polystachya,cooperi,II
Polystachya,farinosa,II
Polystachya,flavescens,II
Polystachya,fusiformis,II
Polystachya,galeata,II
Polystachya,geniculata,II
Polystachya,golungensis,II
Polystachya,kingii,II
Polystachya,kupensis,II
Polystachya,laxa,II
Polystachya,ligulifolia,II
Polystachya,macropoda,II
Polystachya,megalogenys,II
Polystachya,modesta,II
Polystachya,monolenis,II
Polystachya,obanensis,II
Polystachya,odorata,II
Polystachya,pachychila,II
Polystachya,parviflora,II
Polystachya,ridleyi,II
Polystachya,setifera,II
Polystachya,superposita,II
Polystachya,testuana,II
Polystachya,thomensis,II
Polystachya,tridentata,II
Polystachya,victoriae,II
Polystachya,zuluensis,II
Pomatocalpa,,II
Pomatocalpa,andamanica,II
Pomatocalpa,arachnanthe,II
Pomatocalpa,decipiens,II
Pomatocalpa,elongatum,II
Pomatocalpa,fuscum,II
Pomatocalpa,kunstleri,II
Pomatocalpa,latifolia,II
Pomatocalpa,latifolium,II
Pomatocalpa,maculosum,II
Pomatocalpa,marsupiale,II
Pomatocalpa,parvum,II
Pomatocalpa,spicata,II
Pomatocalpa,undulatum,II
Pomatocalpa,wendlandorum,II
Ponera,,II
Ponera,alata,II
Ponera,exilis,II
Ponera,glomerata,II
Ponera,graminifolia,II
Ponera,longipetala,II
Ponera,striata,II
Ponthieva,,II
Ponthieva,angustipetala,II
Ponthieva,brittoniae,II
Ponthieva,cuyujana,II
Ponthieva,disema,II
Ponthieva,harrisii,II
Ponthieva,maculata,II
Ponthieva,parviflora,II
Ponthieva,parvula,II
Ponthieva,petiolata,II
Ponthieva,pulchella,II
Ponthieva,triloba,II
Ponthieva,trilobata,II
Porolabium,,II
Porpax,,II
Porpax,gigantea,II
Porpax,reticulata,II
Porphyrodesme,,II
Porphyrodesme,hewittii,II
Porphyrodesme,sarcanthoides,II
Porphyroglottis,,II
Porphyrostachys,,II
Porroglossum,,II
Porroglossum,amethystinum,II
Porroglossum,andreettae,II
Porroglossum,cindylosepalum,II
Porroglossum,dalstroemii,II
Porroglossum,dreisei,II
Porroglossum,echidna,II
Porroglossum,eduardi,II
Porroglossum,hirtzii,II
Porroglossum,hystrix,II
Porroglossum,meridionale,II
Porroglossum,merinoi,II
Porroglossum,mordax,II
Porroglossum,muscosum,II
Porroglossum,parsonsii,II
Porroglossum,schramii,II
Porroglossum,sergioi,II
Porroglossum,taylorianum,II
Porroglossum,teaguei,II
Porroglossum,teretilabia,II
Porrorhachis,,II
Praecereus,,II
Praecereus,euchlorus,II
Praecereus,saxicola,II
Prasophyllum,,II
Prasophyllum,affine,II
Prasophyllum,ansatum,II
Prasophyllum,appendiculatum,II
Prasophyllum,brownii,II
Prasophyllum,buftonianum,II
Prasophyllum,campestre,II
Prasophyllum,carnosum,II
Prasophyllum,colemaniae,II
Prasophyllum,concinnum,II
Prasophyllum,correctum,II
Prasophyllum,diversiflorum,II
Prasophyllum,dossenum,II
Prasophyllum,drummondii,II
Prasophyllum,exiguum,II
Prasophyllum,exilis,II
Prasophyllum,firthii,II
Prasophyllum,frenchii,II
Prasophyllum,fuscum,II
Prasophyllum,goldsackii,II
Prasophyllum,incompositum,II
Prasophyllum,laminatum,II
Prasophyllum,lanceolatum,II
Prasophyllum,montanum,II
Prasophyllum,morganii,II
Prasophyllum,obovatum,II
Prasophyllum,pallidum,II
Prasophyllum,petilum,II
Prasophyllum,pulchellum,II
Prasophyllum,robustum,II
Prasophyllum,spicatum,II
Prasophyllum,suaveolens,II
Prasophyllum,subbisectum,II
Prasophyllum,triangulare,II
Prasophyllum,truncatum,II
Prasophyllum,validum,II
Prasophyllum,wallum,II
Prescottia,,II
Prescottia,oligantha,II
Prescottia,plantaginea,II
Prescottia,tubulosa,II
Pristiglottis,,II
Pristiglottis,elongata,II
Pristiglottis,hasseltii,II
Pristiglottis,occulta,II
Pristiglottis,pubescens,II
Promenaea,,II
Promenaea,stapelioides,II
Prosthechea,,II
Prosthechea,boothiana,II
Prosthechea,brachychila,II
Prosthechea,citrina,II
Prosthechea,cochleata,II
Prosthechea,favoris,II
Prosthechea,fragans,II
Prosthechea,glumacea,II
Prosthechea,guttata,II
Prosthechea,pseudopygmaea,II
Prosthechea,pulcherrima,II
Protoceras,,II
Prunus,africana,II
Pseudacoridium,,II
Pseuderia,,II
Pseuderia,micronesiaca,II
Pseuderia,ramosa,II
Pseudoacanthocereus,,II
Pseudoacanthocereus,brasiliensis,II
Pseudoacanthocereus,sicariguensis,II
Pseudocentrum,,II
Pseudocentrum,hoffmannii,II
Pseudocranichis,,II
Pseudocranichis,thysanochila,II
Pseudogoodyera,,II
Pseudogoodyera,wrightii,II
Pseudolaelia,,II
Pseudolaelia,corcovadensis,II
Pseudolaelis,,II
Pseudolaelis,vellozicola,II
Pseudomaxillaria,,II
Pseudorchis,,II
Pseudorchis,albida,II
Pseudorchis,frivaldii,II
Pseudorhipsalis,,II
Pseudorhipsalis,acuminata,II
Pseudorhipsalis,alata,II
Pseudorhipsalis,himantoclada,II
Pseudorhipsalis,horichii,II
Pseudorhipsalis,lankesteri,II
Pseudorhipsalis,ramulosa,II
Pseudovanilla,,II
Psilochilus,,II
Psilochilus,macrophyllus,II
Psychilis,,II
Psychilis,correllii,II
Psychilis,krugii,II
Psychilis,olivacea,II
Psychopsiella,,II
Psychopsis,,II
Psygmorchis,,
Pterichis,,II
Pterichis,costaricensis,II
Pterichis,leo,II
Pterichis,proctorii,II
Pterocactus,,II
Pterocactus,araucanus,II
Pterocactus,australis,II
Pterocactus,fischeri,II
Pterocactus,gonjianii,II
Pterocactus,hickenii,II
Pterocactus,megliolii,II
Pterocactus,reticulatus,II
Pterocactus,tuberosus,II
Pterocactus,valentinii,II
Pterocarpus,santalinus,II
Pteroceras,,II
Pteroceras,berkeleyii,II
Pteroceras,compressum,II
Pteroceras,decipiens,II
Pteroceras,elobe,II
Pteroceras,emarginatum,II
Pteroceras,fraternum,II
Pteroceras,hirticalcar,II
Pteroceras,incurvicalcar,II
Pteroceras,javanicum,II
Pteroceras,leopardinum,II
Pteroceras,longicalcareum,II
Pteroceras,mentakabensis,II
Pteroceras,muluense,II
Pteroceras,pallidum,II
Pteroceras,philippinense,II
Pteroceras,semiteretifolium,II
Pteroceras,tanyphyllum,II
Pteroceras,teres,II
Pteroceras,teysmanni,II
Pteroceras,unguiculatum,II
Pteroceras,viridiflorum,II
Pteroceras,zollingeri,II
Pteroglossa,,II
Pteroglossa,hilariana,II
Pteroglossa,macrantha,II
Pteroglossa,regia,II
Pteroglossaspis,,II
Pteroglossaspis,distans,II
Pteroglossaspis,ecristata,II
Pterostemma,,II
Pterostylis,,II
Pterostylis,aenigma,II
Pterostylis,alveata,II
Pterostylis,angusta,II
Pterostylis,aphylla,II
Pterostylis,arenicola,II
Pterostylis,basaltica,II
Pterostylis,bicornis,II
Pterostylis,bureaviana,II
Pterostylis,ceriflora,II
Pterostylis,cheraphila,II
Pterostylis,chlorogramma,II
Pterostylis,cobarensis,II
Pterostylis,commutata,II
Pterostylis,cucullata,II
Pterostylis,depauperata,II
Pterostylis,despectans,II
Pterostylis,fischii,II
Pterostylis,furcillata,II
Pterostylis,gibbosa,II
Pterostylis,longicurva,II
Pterostylis,nigricans,II
Pterostylis,nutans,II
Pterostylis,petrosa,II
Pterostylis,pulchella,II
Pterostylis,robusta,II
Pterostylis,smaragdyna,II
Pterostylis,tenuissima,II
Pterostylis,turfosa,II
Pterostylis,valida,II
Pterostylis,woollsii,II
Pterostylis,xerophila,II
Pterygodium,,II
Pterygodium,cruciferum,II
Pterygodium,pentherianum,II
Pygmaeocereus,,II
Pygmaeocereus,bieblii,II
Pygmaeocereus,bylesianus,II
Pygmaeocereus,familiaris,II
Pygmaeorchis,,II
Quekettia,,II
Quercus,mongolica,III
Queteletia,,II
Queteletia,plantaginifolia,II
Quiabentia,,NC
Quiabentia,verticillata,NC
Quiabentia,zehntneri,NC
Quisqueya,,II
Quisqueya,ekmanii,II
Quisqueya,holdridgei,II
Quisqueya,karstii,II
Quisqueya,rosea,II
Rangaeris,,II
Rangaeris,amaniensis,II
Rangaeris,longicaudata,II
Rangaeris,muscicola,II
Rangaeris,rhipsalisocia,II
Rauhiella,,II
Rauhiella,silvana,II
Rauhocereus,,II
Rauhocereus,riosaniensis,II
Rauvolfia,serpentina,II
Ravenea,louvelii,II
Ravenea,rivularis,II
Raycadenco,,II
Rebutia,,II
Rebutia,albiflora,II
Rebutia,albopectinata,II
Rebutia,arenacea,II
Rebutia,aureiflora,II
Rebutia,brunescens,II
Rebutia,caineana,II
Rebutia,canigueralii,II
Rebutia,cardenasiana,II
Rebutia,cylindrica,II
Rebutia,deminuta,II
Rebutia,einsteinii,II
Rebutia,fabrisii,II
Rebutia,fidaiana,II
Rebutia,fiebrigii,II
Rebutia,flavistyla,II
Rebutia,fulviseta,II
Rebutia,gonjianii,II
Rebutia,heliosa,II
Rebutia,huasiensis,II
Rebutia,leucanthema,II
Rebutia,marsoneri,II
Rebutia,mentosa,II
Rebutia,minuscula,II
Rebutia,narvaecensis,II
Rebutia,neocumingii,II
Rebutia,neumanniana,II
Rebutia,nigricans,II
Rebutia,oligacantha,II
Rebutia,padcayensis,II
Rebutia,perplexa,II
Rebutia,pseudodeminuta,II
Rebutia,pulvinosa,II
Rebutia,pygmaea,II
Rebutia,ritteri,II
Rebutia,simoniana,II
Rebutia,spegazziniana,II
Rebutia,spinosissima,II
Rebutia,steinbachii,II
Rebutia,steinmannii,II
Rebutia,wessneriana,II
Rebutia,xanthocarpa,II
Reichenbachanthus,,II
Renanthera,,I/II
Renanthera,amabilis,II
Renanthera,annamensis,II
Renanthera,bella,II
Renanthera,citrina,II
Renanthera,coccinea,II
Renanthera,edefeldtii,II
Renanthera,elongata,II
Renanthera,imschootiana,I
Renanthera,isosepala,II
Renanthera,matutina,II
Renanthera,moluccana,II
Renanthera,monachica,II
Renanthera,philippinensis,II
Renanthera,storiei,II
Renanthera,striata,II
Renanthera,sulingi,II
Renantherella,,II
Renantherella,histrionica,II
Restrepia,,II
Restrepia,aberrans,II
Restrepia,antennifera,II
Restrepia,aristulifera,II
Restrepia,aspasicensis,II
Restrepia,aspasicensium,II
Restrepia,brachypus,II
Restrepia,chameleon,II
Restrepia,chocoensis,II
Restrepia,chrysoglossa,II
Restrepia,citrina,II
Restrepia,cloesii,II
Restrepia,condorensis,II
Restrepia,contorta,II
Restrepia,cuprea,II
Restrepia,cymbula,II
Restrepia,dodsonii,II
Restrepia,echinata,II
Restrepia,echo,II
Restrepia,elegans,II
Restrepia,ephippium,II
Restrepia,escobariana,II
Restrepia,falkenbergii,II
Restrepia,flosculata,II
Restrepia,guttulata,II
Restrepia,iris,II
Restrepia,jesupiana,II
Restrepia,lansbergii,II
Restrepia,limbata,II
Restrepia,mendozae,II
Restrepia,metae,II
Restrepia,mohrii,II
Restrepia,muscifera,II
Restrepia,nittiorhyncha,II
Restrepia,pandurata,II
Restrepia,pelyx,II
Restrepia,persicina,II
Restrepia,piperitosa,II
Restrepia,portillae,II
Restrepia,purpurea,II
Restrepia,radulifera,II
Restrepia,renzii,II
Restrepia,roseola,II
Restrepia,sanguinea,II
Restrepia,schizosepala,II
